210  38.919  22.421   0.011   0.001  -0.092   0.001 -298.896   0.001  -0.000   0.001   0.103   0.001
211  38.912  22.939   0.026   0.001  -0.076   0.001 -333.038   0.001  -0.000   0.001   0.102   0.001
212  38.902  23.458   0.035   0.001  -0.053   0.001 341.748   0.001  -0.000   0.001   0.088   0.001
213  38.890  23.976   0.048   0.001  -0.085   0.001 344.904   0.001  -0.000   0.001   0.132   0.001
214  38.875  24.494   0.038   0.001  -0.052   0.001 -311.489   0.001  -0.000   0.001   0.090   0.001
215  38.859  25.012   0.039   0.001  -0.083   0.001 -305.364   0.001   0.000   0.001   0.122   0.001
216  38.840  25.529   0.032   0.001  -0.066   0.001 -289.278   0.001  -0.000   0.001   0.098   0.001
217  38.819  26.046   0.062   0.001  -0.084   0.001 -279.902   0.001  -0.000   0.001   0.146   0.001
218  38.795  26.562   0.031   0.001  -0.065   0.001 -228.390   0.001  -0.000   0.001   0.096   0.001
219  38.769  27.077   0.004   0.001  -0.052   0.001 -271.544   0.001  -0.000   0.001   0.057   0.001
220  38.741  27.592  -0.003   0.001  -0.055   0.001 -233.448   0.001  -0.000   0.001   0.052   0.001
221  38.711  28.106   0.020   0.001  -0.053   0.001 -256.349   0.001  -0.000   0.001   0.073   0.001
222  38.679  28.619   0.042   0.001  -0.051   0.001 -270.210   0.001  -0.000   0.001   0.093   0.001
223  38.644  29.131   0.077   0.001  -0.049   0.001 -288.228   0.001   0.000   0.001   0.126   0.001
224  39.045  29.177   0.064   0.001  -0.068   0.001 -218.885   0.001  -0.000   0.001   0.133   0.001
225  39.272  17.211   0.001   0.001  -0.001   0.001 107.881   0.001  -0.000   0.001   0.002   0.001
226  39.287  17.732   0.004   0.001  -0.001   0.001 130.357   0.001  -0.000   0.001   0.005   0.001
227  39.301  18.253   0.021   0.001  -0.001   0.001 130.009   0.001  -0.000   0.001   0.022   0.001
228  39.312  18.775   0.018   0.001  -0.002   0.001  84.378   0.001  -0.000   0.001   0.021   0.001
229  39.321  19.296   0.007   0.001   0.001   0.001 202.978   0.001  -0.000   0.001   0.006   0.001
230  39.327  19.818   0.019   0.001  -0.049   0.001 350.222   0.001  -0.000   0.001   0.068   0.001
231  39.331  20.340   0.027   0.001  -0.045   0.001 332.938   0.001  -0.000   0.001   0.072   0.001
232  39.333  20.862   0.022   0.001  -0.040   0.001 268.937   0.001  -0.000   0.001   0.062   0.001
233  39.333  21.385   0.027   0.001  -0.050   0.001 334.044   0.001  -0.000   0.001   0.077   0.001
234  39.330  21.907  -0.001   0.001  -0.064   0.001 355.020   0.001  -0.000   0.001   0.063   0.001
235  39.325  22.429   0.018   0.001  -0.071   0.001 -335.202   0.001  -0.000   0.001   0.089   0.001
236  39.317  22.950   0.034   0.001  -0.054   0.001 358.245   0.001  -0.000   0.001   0.088   0.001
237  39.307  23.472   0.038   0.001  -0.053   0.001 352.193   0.001  -0.000   0.001   0.091   0.001
